features,scaled,rand,sse,sil,fm,clusters
WindDir9am,0,0.49970506399554815,31563.210421400927,-0.0004614573948759913,0.21337201784434112,12
WindDir3pm,1,0.5016750139120757,2.6778500416479636,0.00025941934191851796,0.21381241182528937,12
WindDir3pm,0,0.5016750139120757,28828.417972002175,0.00025941934191851796,0.21381241182528937,12
WindSpeed9am,1,0.5017584863661658,6.931736213438211,0.00038446597320301314,0.24913121169278038,12
WindSpeed9am,0,0.5021814134668893,566.3447084417419,0.0176650747360991,0.24796178464434265,12
WindSpeed3pm,1,0.5001279910962716,7.526631667005338,-0.0024887720868785267,0.2477944952170553,12
WindSpeed3pm,0,0.49998330550918196,708.3963390112192,0.0037085821643152426,0.2487011481794455,12
Humidity9am,1,0.5118030050083473,6.537420367987282,0.009807377760768909,0.24445025265850231,12
Humidity9am,0,0.5118030050083473,1875.9238955532976,0.009807377760768909,0.24445025265850231,12
Humidity3pm,1,0.5195603784084586,5.19421719356242,0.03238565017027096,0.2612602837955836,12
Humidity3pm,0,0.5207623817473567,2542.7556083051577,0.008294541808287155,0.2639809773486449,12
Pressure9am,1,0.5054813578185865,9.203160354490407,0.020559167752088933,0.2731047652262984,12
Pressure9am,0,0.5054813578185865,429.21622575091124,0.020559167752088933,0.2731047652262984,12
Pressure3pm,1,0.5043850862548692,9.507573913317572,0.001346820771066181,0.27435139800294234,12
Pressure3pm,0,0.5043850862548692,435.87679602809004,0.001346820771066181,0.27435139800294234,12
Temp9am,1,0.502253756260434,8.398087668077055,0.00047319527345348017,0.23029126797827557,12
Temp9am,0,0.502253756260434,312.85323155086127,0.00047319527345348017,0.23029126797827557,12
Temp3pm,1,0.5063772954924874,9.056796039704956,0.022850605610489176,0.24356135170739823,12
Temp3pm,0,0.5062938230383973,427.46276306872255,0.02199921089920022,0.2431116388147599,12
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,12
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,12
phi,1,0.5347968836950473,1.3917557108188676,0.037512172972996666,0.3526168340066286,12
phi,0,0.5347968836950473,1.8063924075737512,0.037512172972996666,0.3526168340066286,12
rho,1,0.5363439065108514,0.9181793750538301,0.024329181201279935,0.3428569131186068,12
rho,0,0.5363439065108514,38.17400419515351,0.024329181201279935,0.3428569131186068,12
all,1,0.5538230383973288,5702.871011003523,0.05947715121301888,0.34444871680871714,12
all,0,0.5000779076238174,3535372.2076607775,0.000386079961786097,0.23589858120935747,12
MinTemp,1,0.5020756816917084,6.557713783084233,0.005912203943718398,0.2135757971170957,13
MinTemp,0,0.5020756816917084,257.9569742792155,0.005912203943718398,0.2135757971170957,13
MaxTemp,1,0.5027824151363384,7.621844388479329,0.0010918121530621306,0.22230142183068943,13
MaxTemp,0,0.5027824151363384,376.31905797960104,0.0010918121530621306,0.22230142183068943,13
Rainfall,1,0.548313856427379,0.7951060745370618,0.18310893911803672,0.5654412881278236,13
Rainfall,0,0.548313856427379,303.1917829273174,0.18310893911803672,0.5654412881278236,13
WindGustDir,1,0.4995993322203673,1.891659479004133,0.0004010939259563175,0.21404243866650186,13
WindGustDir,0,0.4996661101836394,19372.16345844981,0.005571458174147086,0.21419810589462296,13
WindGustSpeed,1,0.5015358931552588,6.904355852548952,-0.0013346411207301935,0.24264483054122352,13
WindGustSpeed,0,0.5015525876460768,1360.5663437525186,-0.000563882200437534,0.24822449835036328,13
WindDir9am,1,0.4997384529771842,2.315003701687351,-0.0023593826177278343,0.20536244611926352,13
WindDir9am,0,0.4997384529771842,22878.527322809383,0.00014606079257992215,0.20536244611926352,13
WindDir3pm,1,0.502442960489705,2.011766165781046,0.007720788181285146,0.20496026578218832,13
WindDir3pm,0,0.502220367278798,21478.12954840922,0.006279929674337879,0.20407241239228854,13
WindSpeed9am,1,0.5017918753478019,5.250822856052853,-0.0016561721673200862,0.22276396967803172,13
WindSpeed9am,0,0.5017918753478019,409.0475658771396,-0.0016561721673200862,0.22276396967803172,13
WindSpeed3pm,1,0.4999944351697273,6.3159405267482835,-0.0015973828773398284,0.23484063763436416,13
WindSpeed3pm,0,0.4999944351697273,585.1820193708838,-0.0015973828773398284,0.23484063763436416,13
Humidity9am,1,0.5097885364496383,5.5443499842207,0.02114379416358993,0.22912457116462043,13
Humidity9am,0,0.5097885364496383,1590.9606595961204,0.02114379416358993,0.22912457116462043,13
Humidity3pm,1,0.5181691708402894,4.423633606772128,0.008079480388403532,0.25016781729493354,13
Humidity3pm,0,0.5181691708402894,2135.793150911548,0.008079480388403532,0.25016781729493354,13
Pressure9am,1,0.5046243739565943,7.772605911281344,-0.0002697744399701222,0.2501009529386773,13
Pressure9am,0,0.5046243739565943,362.49814683079353,-0.0002697744399701222,0.2501009529386773,13
Pressure3pm,1,0.5033778519755148,7.914933288842277,-0.0018895487634061577,0.26218008671516585,13
Pressure3pm,0,0.5033778519755148,362.86183985214205,-0.0018895487634061577,0.26218008671516585,13
Temp9am,1,0.5014190317195325,7.280827737603988,-9.893386719315223e-05,0.21723111343754972,13
Temp9am,0,0.5014190317195325,271.23204425848985,-9.893386719315223e-05,0.21723111343754972,13
Temp3pm,1,0.5054646633277685,7.736439732461495,0.012138303597181202,0.23486748995853293,13
Temp3pm,0,0.5054646633277685,365.0111527233647,0.012138303597181202,0.23486748995853293,13
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,13
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,13
phi,1,0.527935447968837,0.9947320655662414,0.11846779906855773,0.30305092087519825,13
phi,0,0.527935447968837,1.2910860985451131,0.11846779906855773,0.30305092087519825,13
rho,1,0.5237952142459655,0.7802544156716167,0.024851396319047748,0.28961292690400237,13
rho,0,0.5237952142459655,32.43966935696973,0.024851396319047748,0.28961292690400237,13
all,1,0.5472008903728436,5551.337510661972,0.0322716973500559,0.3230337962466817,13
all,0,0.4997161936560935,3396794.6192639507,0.0008803655605141049,0.22314491775822076,13
MinTemp,1,0.502031163049527,5.377915062153132,0.003836957325863428,0.21329951423499946,14
MinTemp,0,0.502031163049527,211.54791795612314,0.003836957325863428,0.21329951423499946,14
MaxTemp,1,0.5032721202003339,6.430273738067134,0.0028092461709049855,0.2226914414267842,14
MaxTemp,0,0.5032721202003339,317.48674367034477,0.0028092461709049855,0.2226914414267842,14
Rainfall,1,0.5470172509738453,0.62924779330045,0.12260437084451212,0.5592728124309371,14
Rainfall,0,0.5470172509738453,239.946299573832,0.12260437084451212,0.5592728124309371,14
WindGustDir,1,0.49966054535336674,1.2572504619619846,0.0035055167281702964,0.20963789281895243,14
WindGustDir,0,0.49966054535336674,12875.288458449808,0.004457934355102165,0.20963789281895243,14
WindGustSpeed,1,0.5010239287701725,5.7589761705221925,0.0003398110377505655,0.23438806959348238,14
WindGustSpeed,0,0.5010239287701725,1144.4050348169865,0.0003398110377505655,0.23438806959348238,14
WindDir9am,1,0.499794101279911,1.4463924889667907,0.00410835206071273,0.19742241542749459,14
WindDir9am,0,0.499794101279911,14294.288192374604,-0.0016840206887186696,0.19742241542749459,14
WindDir3pm,1,0.5022426265998887,1.3189284936777874,0.0030552425580338913,0.19835854459324628,14
WindDir3pm,0,0.5022426265998887,14198.936198655527,0.0030552425580338913,0.19835854459324628,14
WindSpeed9am,1,0.5016805787423484,4.37339441358205,0.003098024413794241,0.21376719948443118,14
WindSpeed9am,0,0.5016805787423484,340.69447561618745,0.003098024413794241,0.21376719948443118,14
WindSpeed3pm,1,0.499259877573734,5.397991697616809,-0.0007041738355480587,0.22173480878528523,14
WindSpeed3pm,0,0.49934891485809685,489.1261909675625,-0.001803699116093713,0.2185759823734981,14
Humidity9am,1,0.5091040623260991,4.882936376659883,0.012810689378301637,0.22748280822835265,14
Humidity9am,0,0.5091040623260991,1401.16689976032,0.012810689378301637,0.22748280822835265,14
Humidity3pm,1,0.5166666666666667,3.932097765898077,0.004315545128486442,0.24105268674278574,14
Humidity3pm,0,0.5166666666666667,1898.4726637990561,0.004315545128486442,0.24105268674278574,14
Pressure9am,1,0.5043850862548692,6.738240643712909,0.0017233145730048876,0.2380407717994953,14
Pressure9am,0,0.5043850862548692,314.2575056713753,0.0017233145730048876,0.2380407717994953,14
Pressure3pm,1,0.5040066777963272,6.463482328446934,0.0010753683483025042,0.25155079325086155,14
Pressure3pm,0,0.5040066777963272,296.3197545655014,0.0010753683483025042,0.25155079325086155,14
Temp9am,1,0.5021146355036171,6.4727015002026,0.0008688076466109548,0.21006912125320007,14
Temp9am,0,0.5021146355036171,241.12698762361984,0.0008688076466109548,0.21006912125320007,14
Temp3pm,1,0.5049081803005009,6.692905766009518,0.010828709296468958,0.22731004995515755,14
Temp3pm,0,0.5056037840845854,316.0568224486868,-0.0007640659635603391,0.22863995342732424,14
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,14
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,14
phi,1,0.5275013912075681,0.7579651536621708,0.10828343641188892,0.30051760417586837,14
phi,0,0.5275013912075681,0.9837807656454529,0.10828343641188892,0.30051760417586837,14
rho,1,0.5356983861992209,0.6230541925426608,0.044055656718236,0.3409987120760485,14
rho,0,0.5356983861992209,25.90395080322633,0.044055656718236,0.3409987120760485,14
all,1,0.5495603784084585,5447.053830917065,0.1055064427998216,0.32801118196535944,14
all,0,0.49970506399554815,3117982.5446406924,-0.0015421750504368433,0.21557633194520803,14
MinTemp,1,0.502220367278798,4.7797939635844795,0.0004915787237147067,0.2076354918023859,15
MinTemp,0,0.502220367278798,188.01997606312324,0.0004915787237147067,0.2076354918023859,15
MaxTemp,1,0.502771285475793,5.671683430093671,0.0015278439131564084,0.20927409722606552,15
MaxTemp,0,0.502771285475793,280.0322936004207,0.0015278439131564084,0.20927409722606552,15
Rainfall,1,0.5465887590428492,0.5120654705136356,0.17842843314753642,0.5581961368423107,15
Rainfall,0,0.5465887590428492,195.26205113064825,0.17842843314753642,0.5581961368423107,15
WindGustDir,1,0.4995269894268225,0.6640368356368582,0.002206629613764763,0.20529540145432348,15
WindGustDir,0,0.4995269894268225,6800.288458449809,0.003071728949845624,0.20529540145432348,15
WindGustSpeed,1,0.5012687813021702,5.261928285599418,-0.0025646389288501766,0.22759431664001037,15
WindGustSpeed,0,0.5012687813021702,1045.6332939366666,-0.0025646389288501766,0.22759431664001037,15
WindDir9am,1,0.49978297161936563,0.7995413435260185,-0.0029064540162335854,0.1928043615131948,15
WindDir9am,0,0.4997273233166388,7901.641133551073,-0.002072092649523725,0.19266004687134364,15
WindDir3pm,1,0.501463550361714,0.6573328386189721,0.00708458418584534,0.190465654537749,15
WindDir3pm,0,0.501463550361714,7076.522405552079,0.00708458418584534,0.190465654537749,15
WindSpeed9am,1,0.5014245965498052,3.336390025080799,0.008328660554841199,0.2127116360899996,15
WindSpeed9am,0,0.5014245965498052,259.9101618906973,0.008328660554841199,0.2127116360899996,15
WindSpeed3pm,1,0.5003171953255425,4.263183094838895,0.0034616376464439535,0.21184595738387338,15
WindSpeed3pm,0,0.5003171953255425,394.9907510718813,0.0034616376464439535,0.21184595738387338,15
Humidity9am,1,0.5077351140790206,4.383973180737603,0.003562123734905298,0.2199590064950216,15
Humidity9am,0,0.5077351140790206,1257.9885618924093,0.003562123734905298,0.2199590064950216,15
Humidity3pm,1,0.515370061213133,3.36913580163202,0.006382856316355104,0.23372227040537605,15
Humidity3pm,0,0.5156928213689482,1650.0777020922392,0.006443300877856785,0.2349750553302648,15
Pressure9am,1,0.5039120756816917,5.572487147000946,0.0041752529131670576,0.23834100010415038,15
Pressure9am,0,0.5039120756816917,259.88919122920646,0.0041752529131670576,0.23834100010415038,15
Pressure3pm,1,0.5038341680578743,5.5417591325557645,0.006031531082593,0.23119089838762336,15
Pressure3pm,0,0.5038341680578743,254.0631539739395,0.006031531082593,0.23119089838762336,15
Temp9am,1,0.5016805787423484,5.374686437983767,-0.00031081993708640814,0.21016100083363495,15
Temp9am,0,0.5016805787423484,200.22272773925758,-0.00031081993708640814,0.21016100083363495,15
Temp3pm,1,0.5055203116304953,5.722322880271257,0.004427424008518203,0.22632023896008446,15
Temp3pm,0,0.5055203116304953,269.9835768149301,0.004427424008518203,0.22632023896008446,15
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,15
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,15
phi,1,0.5261268781302171,0.6294989356342559,0.059752581950426965,0.29659932916296733,15
phi,0,0.5261268781302171,0.8170414456114777,0.059752581950426965,0.29659932916296733,15
rho,1,0.523149693934335,0.4851292331604475,0.031410379710569314,0.28743247369028824,15
rho,0,0.523149693934335,20.169615965042553,0.031410379710569314,0.28743247369028824,15
all,1,0.541463550361714,5364.298546011334,0.12742002601461352,0.3037134578037867,15
all,0,0.49986644407345576,3002887.5463070828,-0.0017831539647749734,0.202107132791133,15
MinTemp,1,0.5015525876460768,4.249135793907314,-0.0022695471178124232,0.19896431707961543,16
MinTemp,0,0.5015525876460768,167.14578417942576,-0.0022695471178124232,0.19896431707961543,16
MaxTemp,1,0.502804674457429,4.811770875968115,0.0022227435124794912,0.2049058767479501,16
MaxTemp,0,0.502804674457429,237.57518403223065,0.0022227435124794912,0.2049058767479501,16
Rainfall,1,0.5463383416805787,0.407386670654442,0.18533301760168747,0.5577417557220049,16
Rainfall,0,0.5463939899833055,155.3456764727392,0.18679922209900543,0.5577564693533977,16
WindGustDir,1,0.49962715637173066,0.19395245710786937,0.0029025743011387027,0.18709472322254783,16
WindGustDir,0,0.49962715637173066,1986.234173731757,0.0038484455540974097,0.18709472322254783,16
WindGustSpeed,1,0.5008291597106288,4.318109809233853,-0.0026456594933813938,0.21306148863492216,16
WindGustSpeed,0,0.5012966054535337,841.2692039651685,-0.0005029653875518472,0.22486077148568442,16
WindDir9am,1,0.4996716750139121,0.12297431281479484,0.0004540270933670524,0.18739160905868293,16
WindDir9am,0,0.4996716750139121,1215.320378834091,-0.0004598564484791545,0.18739160905868293,16
WindDir3pm,1,0.5013299944351697,0.09694942735898307,-0.00024363116576388123,0.18587801578669194,16
WindDir3pm,0,0.5013299944351697,1043.709905552079,-0.00024363116576388123,0.18587801578669194,16
WindSpeed9am,1,0.5015025041736227,2.4656835118648806,-1.1088968578602717e-05,0.21016478266271169,16
WindSpeed9am,0,0.501307735114079,203.91016189069722,0.004835654790082681,0.208941642847192,16
WindSpeed3pm,1,0.49941569282136894,3.559182043073625,0.00020647789703600371,0.20252775817808424,16
WindSpeed3pm,0,0.49941569282136894,329.76392454200493,0.00020647789703600371,0.20252775817808424,16
Humidity9am,1,0.5078297161936561,3.8168641665242555,0.002268273575303082,0.21650968688510383,16
Humidity9am,0,0.5078297161936561,1095.2556655414235,0.002268273575303082,0.21650968688510383,16
Humidity3pm,1,0.5137284362826934,3.024034952930358,0.015106689202664223,0.22600233002069167,16
Humidity3pm,0,0.5138286032276016,1458.074780067372,0.014620072102002174,0.22650332529812678,16
Pressure9am,1,0.5036171396772399,4.916667262131894,0.00699027447414428,0.22895656589544022,16
Pressure9am,0,0.5036171396772399,229.3031180854796,0.00699027447414428,0.22895656589544022,16
Pressure3pm,1,0.5034835837506956,4.862081965235428,0.00331037458136036,0.22743575167779062,16
Pressure3pm,0,0.5034835837506956,222.90320626003734,0.00331037458136036,0.22743575167779062,16
Temp9am,1,0.5013800779076238,4.849087856623665,-0.000915592257920216,0.2009215040358207,16
Temp9am,0,0.5013800779076238,180.64264937188003,-0.000915592257920216,0.2009215040358207,16
Temp3pm,1,0.5046577629382304,4.925550273320315,0.004140032221163974,0.21125530272298834,16
Temp3pm,0,0.5046577629382304,232.3912348877696,0.004140032221163974,0.21125530272298834,16
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,16
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,16
phi,1,0.5258542014468559,0.4836650112606815,0.07435772375689192,0.29067865525141523,16
phi,0,0.5258542014468559,0.6277601718165868,0.07435772375689192,0.29067865525141523,16
rho,1,0.5221368948247078,0.36218138167832026,0.015861447061379534,0.2836658694595997,16
rho,0,0.5221368948247078,15.057965751827206,0.015861447061379534,0.2836658694595997,16
all,1,0.5387813021702839,5231.057473728453,0.06936538250162542,0.2952871544713807,16
all,0,0.50110183639399,2932937.342142207,-0.0009537742368836152,0.1991567192491003,16
MinTemp,1,0.5016972732331664,3.7719463724603983,0.00019923946494009053,0.19320556900557337,17
MinTemp,0,0.5016972732331664,148.37486135689872,0.00019923946494009053,0.19320556900557337,17
MaxTemp,1,0.5025765164162493,4.154037332195531,-0.0013645248423165876,0.20032639245010372,17
MaxTemp,0,0.5025765164162493,205.1004108699479,-0.0013645248423165876,0.20032639245010372,17
Rainfall,1,0.5551474680022259,0.30547000065954977,0.20664182663980168,0.5468913977866424,17
Rainfall,0,0.5551474680022259,116.48256389526637,0.20664182663980168,0.5468913977866424,17
WindGustDir,1,0.4996661101836394,4.7036565734594127e-29,0.0011134607762152923,0.17646979880786548,17
WindGustDir,0,0.4996661101836394,1.9318335821866836e-25,0.0010154258260600413,0.17646979880786548,17
WindGustSpeed,1,0.5007568169170841,3.785330469851009,-0.00039473680136557185,0.2203162547920466,17
WindGustSpeed,0,0.5007568169170841,752.208573169152,-0.00039473680136557185,0.2203162547920466,17
WindDir9am,1,0.49993878686700055,3.098108686439639e-29,-0.001784461151002653,0.17323393319682737,17
WindDir9am,0,0.49993878686700055,2.474175454526129e-25,0.0014407294544018909,0.17323393319682737,17
WindDir3pm,1,0.5013745130773511,2.570615733971419e-29,-0.00017900260042453986,0.18189098017561173,17
WindDir3pm,0,0.5013745130773511,5.642090966321721e-26,-0.00017900260042453986,0.18189098017561173,17
WindSpeed9am,1,0.5013856427378965,1.9019382256644741,-0.0012824883216693602,0.20636152622867088,17
WindSpeed9am,0,0.5013856427378965,148.16405408914605,-0.0012824883216693602,0.20636152622867088,17
WindSpeed3pm,1,0.5007512520868114,2.840070199004764,0.0013067742142312477,0.19812813210783176,17
WindSpeed3pm,0,0.5007512520868114,263.1370588703631,0.0013067742142312477,0.19812813210783176,17
Humidity9am,1,0.5080912632164719,3.262096619774751,0.006607652736684789,0.20648501945860662,17
Humidity9am,0,0.5082470784641069,955.0317989088624,0.0029124108602197347,0.2071863187814656,17
Humidity3pm,1,0.5130717863105175,2.719643813814501,0.004645986437376323,0.215800301467626,17
Humidity3pm,0,0.5130996104618809,1302.4087974603676,0.004904452973492187,0.21702761191415407,17
Pressure9am,1,0.5031274346132443,4.1161151622093675,0.0006500453566047151,0.22046027673419064,17
Pressure9am,0,0.5031274346132443,191.96703595603387,0.0006500453566047151,0.22046027673419064,17
Pressure3pm,1,0.5034390651085142,4.32197087364434,0.0025535166876380524,0.2142700622996996,17
Pressure3pm,0,0.5034390651085142,198.1416956740198,0.0025535166876380524,0.2142700622996996,17
Temp9am,1,0.5013466889259878,4.0481420747769965,-0.002192971509780305,0.19331895504247007,17
Temp9am,0,0.5013466889259878,150.80508562504457,-0.002192971509780305,0.19331895504247007,17
Temp3pm,1,0.5042014468558709,4.336484270493919,0.002095465114413373,0.20618042838687278,17
Temp3pm,0,0.5042014468558709,204.59864964734962,0.002095465114413373,0.20618042838687278,17
RainToday,1,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,17
RainToday,0,0.5792988313856428,0.0,0.24468364426459402,0.6098359044202983,17
phi,1,0.5187701725097384,0.37666294365016456,0.009300984817859901,0.26029743465186644,17
phi,0,0.5187701725097384,0.48887967646542624,0.009300984817859901,0.26029743465186644,17
rho,1,0.5220923761825265,0.27883474848723194,0.02907435704133783,0.28353406133880393,17
rho,0,0.5220923761825265,11.592766236860978,0.02907435704133783,0.28353406133880393,17
all,1,0.546110183639399,5139.203997439112,0.13197455743546058,0.3149542486038163,17
all,0,0.5005564830272676,2805660.676406164,-0.0015989143346284702,0.19474609292184797,17
MinTemp,1,0.5016551939924906,268.2138364238976,0.006351927240753913,0.5012447935962704,2
MinTemp,0,0.5016551939924906,10259.580323896445,0.006351927240753913,0.5012447935962704,2
MaxTemp,1,0.5151470588235294,285.92219462508797,0.05313610104889907,0.5225393753896386,2
MaxTemp,0,0.5151470588235294,14484.280238465508,0.05313610104889907,0.5225393753896386,2
Rainfall,1,0.499752816020025,278.5571523551819,-0.000897701638105919,0.7033982704985248,2
Rainfall,0,0.499752816020025,96346.46277877173,-0.000897701638105919,0.7033982704985248,2
WindGustDir,1,0.5003879849812265,237.35143203773555,0.0016773582967883644,0.5106215448337994,2
WindGustDir,0,0.5003879849812265,2413049.4406232694,0.0016773582967883644,0.5106215448337994,2
WindGustSpeed,1,0.5169743429286608,311.66005151380205,0.07237611259256606,0.580613820529591,2
WindGustSpeed,0,0.5169743429286608,63490.02301913133,0.07237611259256606,0.580613820529591,2
WindDir9am,1,0.5001752190237797,252.9012796563908,0.0010043808150815155,0.5228947949190806,2
WindDir9am,0,0.5001752190237797,2448541.8763068896,0.0010043808150815155,0.5228947949190806,2
WindDir3pm,1,0.5051595744680851,202.3495511114945,0.0188705010928239,0.505124005805284,2
WindDir3pm,0,0.5051595744680851,2178247.3887077314,0.0188705010928239,0.505124005805284,2
WindSpeed9am,1,0.5018272841051314,296.68056102757595,0.007425202574587159,0.5164636079420557,2
WindSpeed9am,0,0.5018272841051314,25026.76383353806,0.007425202574587159,0.5164636079420557,2
WindSpeed3pm,1,0.5021902377972466,302.26363010639307,0.009054317767824005,0.5226705752623834,2
WindSpeed3pm,0,0.5021902377972466,27618.02597747331,0.009054317767824005,0.5226705752623834,2
Humidity9am,1,0.526436170212766,272.1536968656649,0.08846890509063542,0.534524440222864,2
Humidity9am,0,0.526436170212766,79345.96694770231,0.08846890509063542,0.534524440222864,2
Humidity3pm,1,0.5794743429286608,260.6798040811595,0.22777890049127644,0.5794033090879818,2
Humidity3pm,0,0.5794743429286608,125059.95755957189,0.22777890049127644,0.5794033090879818,2
Pressure9am,1,0.5276126408010012,313.881743126498,0.09205688111067502,0.5370605660871977,2
Pressure9am,0,0.5276126408010012,14593.80454314426,0.09205688111067502,0.5370605660871977,2
Pressure3pm,1,0.5209292866082603,322.38270068188706,0.07225141300125153,0.5330646848470104,2
Pressure3pm,0,0.5209292866082603,14685.936741902331,0.07225141300125153,0.5330646848470104,2
Temp9am,1,0.5125938673341677,262.634123435994,0.043732292723881905,0.5127785238439927,2
Temp9am,0,0.5125938673341677,9728.839088353003,0.043732292723881905,0.5127785238439927,2
Temp3pm,1,0.5258573216520651,302.24006679632527,0.08643760451915729,0.532879575722721,2
Temp3pm,0,0.5258573216520651,14603.364201612843,0.08643760451915729,0.532879575722721,2
RainToday,1,0.5707165206508135,3.325738968798633e-27,0.22273890850446348,0.601470541215977,2
RainToday,0,0.5707165206508135,5.781672507929592e-28,0.22273890850446348,0.601470541215977,2
phi,1,0.5169743429286608,408.74046054673346,0.12048969072164949,0.6658966418673087,2
phi,0,0.5169743429286608,511.1754684173301,0.12048969072164949,0.6658966418673087,2
rho,1,0.5282102628285357,110.23438059579543,0.136501482727079,0.6339586976239168,2
rho,0,0.5282102628285357,4456.52831380223,0.136501482727079,0.6339586976239168,2
all,1,0.5288141426783479,12827.246918713348,0.09319642859448532,0.5285500964710029,2
all,0,0.5034292866082604,16583433.339925839,0.012779810777300404,0.5032583236239696,2
MinTemp,1,0.5008385481852315,131.24996379306617,0.001079496511883938,0.41934018741993817,3
MinTemp,0,0.5008385481852315,5020.507383203309,0.001079496511883938,0.41934018741993817,3
MaxTemp,1,0.5218585732165206,150.577752013203,0.06827304594451813,0.44692820784086607,3
MaxTemp,0,0.5218585732165206,7627.985510873752,0.06827304594451813,0.44692820784086607,3
Rainfall,1,0.5102659574468085,146.931539383378,0.08409310591039258,0.6604738907564959,3
Rainfall,0,0.5102659574468085,50820.2139867435,0.08409310591039258,0.6604738907564959,3
WindGustDir,1,0.49942428035043807,78.44295872835016,-0.0022632639213304023,0.4100939797746665,3
WindGustDir,0,0.49942428035043807,797495.6630983615,-0.0022632639213304023,0.4100939797746665,3
WindGustSpeed,1,0.5093116395494368,150.90986841667964,0.02172367813304583,0.4558320465949085,3
WindGustSpeed,0,0.5093116395494368,30742.69856868311,0.02172367813304583,0.4558320465949085,3
WindDir9am,1,0.4998028785982478,82.23760431521454,-0.0006681147696686766,0.41708497370744396,3
WindDir9am,0,0.4998028785982478,796208.7746117521,-0.0006681147696686766,0.41708497370744396,3
WindDir3pm,1,0.49946808510638296,75.39039843013468,-0.0018148671479962302,0.40900846328924667,3
WindDir3pm,0,0.49946808510638296,811560.6761271823,-0.0018148671479962302,0.40900846328924667,3
WindSpeed9am,1,0.5086170212765957,164.2413283567705,0.03258957573264175,0.46036426522572016,3
WindSpeed9am,0,0.5086170212765957,13854.729552400355,0.03258957573264175,0.46036426522572016,3
WindSpeed3pm,1,0.5025844806007509,159.31998005083457,0.007326546479125613,0.43668576413049587,3
WindSpeed3pm,0,0.5025844806007509,14557.170990852246,0.007326546479125613,0.43668576413049587,3
Humidity9am,1,0.5333729662077596,131.3961418115305,0.0833670199240229,0.45543319107985725,3
Humidity9am,0,0.5333729662077596,38308.33108388551,0.0833670199240229,0.45543319107985725,3
Humidity3pm,1,0.5667021276595745,108.10495381414296,0.19623425216376256,0.4989825611263243,3
Humidity3pm,0,0.5667021276595745,51862.862885101116,0.19623425216376256,0.4989825611263243,3
Pressure9am,1,0.5163642052565707,162.7022167541056,0.04790174340565995,0.45908187727771893,3
Pressure9am,0,0.5163642052565707,7564.773683217314,0.04790174340565995,0.45908187727771893,3
Pressure3pm,1,0.5103254067584481,161.89619850873441,0.02642411910377502,0.45720954284422166,3
Pressure3pm,0,0.5103254067584481,7375.077276245798,0.02642411910377502,0.45720954284422166,3
Temp9am,1,0.5053316645807259,149.92541529962415,0.01147282282866924,0.42431481011375044,3
Temp9am,0,0.5053316645807259,5553.734684670605,0.01147282282866924,0.42431481011375044,3
Temp3pm,1,0.5263329161451815,150.9154620584425,0.0390515561891993,0.46214931398348674,3
Temp3pm,0,0.5263329161451815,7291.797806474398,0.0390515561891993,0.46214931398348674,3
RainToday,1,0.5707165206508135,2.4651163731057974e-27,0.22273890850446348,0.601470541215977,3
RainToday,0,0.5707165206508135,3.841074681085903e-28,0.22273890850446348,0.601470541215977,3
phi,1,0.5844336670838548,144.4492829780752,0.28646888831894995,0.605449090910031,3
phi,0,0.5844336670838548,180.6499160618885,0.28646888831894995,0.605449090910031,3
rho,1,0.5281727158948686,37.788519313941414,0.060819515045472075,0.4771536529799778,3
rho,0,0.5281727158948686,1527.7049260769886,0.060819515045472075,0.4771536529799778,3
all,1,0.5444993742177722,11612.42754801632,0.1299737254581029,0.4700243463046511,3
all,0,0.5004255319148936,13082434.054217454,-0.0006515331021357237,0.4117535628622057,3
MinTemp,1,0.500616395494368,81.34929451291106,-0.00023493150057776884,0.36737408863113946,4
MinTemp,0,0.500616395494368,3111.7321629465223,-0.00023493150057776884,0.36737408863113946,4
MaxTemp,1,0.5130976220275344,98.45167343657798,0.010419010755864098,0.38343088189264873,4
MaxTemp,0,0.5130976220275344,4987.376477964969,0.010419010755864098,0.38343088189264873,4
Rainfall,1,0.5102690863579474,58.68551844206641,0.08332435629048332,0.660472734194699,4
Rainfall,0,0.5102690863579474,20297.960653410195,0.08332435629048332,0.660472734194699,4
WindGustDir,1,0.5,50.02579081906498,0.00058997724324686,0.36168240371038046,4
WindGustDir,0,0.5,508590.59714242426,0.00058997724324686,0.36168240371038046,4
WindGustSpeed,1,0.5096777221526909,85.86067972283992,0.008592728566187926,0.40727771854974415,4
WindGustSpeed,0,0.5096777221526909,17491.162263380276,0.008592728566187926,0.40727771854974415,4
